Discussion ID A,Argument ID A,Discussion ID B,Argument ID B,Comparison
32364,2,41308,10,Tie
22010,2,32364,2,A
18018,2,6444,5,B
33335,1,40873,4,A
6454,1,23456,5,A
514,6,23456,2,B
27832,1,6454,1,Tie
29343,1,10925,5,B
11975,1,5739,3,A
33824,4,196,1,A
40873,1,26220,1,B
18018,1,22408,8,A
3432,1,32364,2,B
6444,5,44220,2,B
13593,2,196,1,Tie
23456,5,10925,5,A
43703,2,4851,1,B
5739,3,18018,2,A
38713,2,21879,5,B
40651,2,6454,1,Tie
26220,1,16012,8,A
21879,3,41551,5,B
22408,1,22408,5,B
38713,5,26220,1,B
40651,2,22010,2,A
33408,5,14552,1,A
43703,2,18591,2,A
41308,17,22408,8,A
43703,2,44220,2,A
18018,2,30835,3,Tie
5739,3,16012,8,B
16012,8,6444,5,A
12533,5,26220,1,A
18591,2,10925,5,A
21879,3,41308,12,A
11975,1,1602,5,A
38713,3,40873,1,A
5291,2,33408,5,Tie
12533,5,21879,5,A
22408,5,40651,2,B
19017,5,33335,1,B
18018,2,43703,2,B
37069,1,5291,10,B
12533,5,1602,5,A
41308,12,21879,2,B
18018,2,27832,1,B
38713,2,5739,3,Tie
18018,2,31768,6,Tie
196,1,9086,5,Tie
1602,5,40873,4,B
2675,2,40651,2,Tie
11975,1,33824,3,A
37069,1,18018,3,B
4851,1,18591,2,A
38713,1,1602,1,Tie
41551,5,19017,5,A
29832,2,37069,1,Tie
33824,4,40651,2,B
196,1,22010,2,Tie
22408,5,27832,1,A
14341,1,5291,10,Tie
38713,5,2675,2,B
33824,3,18018,3,B
41308,22,33408,6,A
4851,1,21879,3,B
5291,2,32364,2,B
13593,2,2675,2,B
18018,1,33335,1,A
11452,1,33335,1,A
14341,1,1602,5,B
41308,12,19017,5,A
11975,1,26220,1,B
29832,2,38713,2,B
13593,2,23541,1,A
38713,5,18018,2,A
44220,2,18591,2,Tie
27832,1,196,1,B
4851,1,3432,1,B
44220,2,1615,3,A
5739,3,30835,3,Tie
37069,1,1602,1,A
37069,1,21879,5,A
18018,3,13593,2,B
29832,2,33824,3,A
18591,2,29343,1,B
14552,1,33335,1,A
43000,3,38713,3,A
44220,2,21879,3,Tie
41308,17,21879,5,A
29832,2,5739,3,B
3432,1,33408,5,A
19017,5,21879,5,B
5739,3,40873,1,A
5291,10,40873,4,B
6444,5,1615,3,B
43000,3,18018,3,A
33824,4,6454,1,A
40873,1,33824,4,B
38713,1,21879,5,A
37069,1,11975,1,B
26220,1,30835,3,A
6454,1,23456,2,B
18018,2,13593,2,A
23456,2,41308,22,B
33824,4,6444,5,B
41308,12,14341,1,A
38713,1,40873,4,B
30835,3,31768,6,A
23456,5,21879,3,B
13593,2,30835,3,A
3432,1,5291,2,A
41308,22,41308,10,B
33408,5,25711,6,A
11975,1,38713,1,A
29343,1,33408,5,Tie
21879,5,1602,5,A
14341,1,22408,8,B
514,6,10925,5,Tie
41308,12,11452,1,B
196,1,31768,6,B
33335,1,1602,5,B
41308,12,41308,17,B
33824,4,2675,2,B
33408,6,33335,1,B
38713,2,43000,3,A
37069,1,38713,5,A
29343,1,21879,3,B
37069,1,5739,3,B
16012,8,23541,1,B
26220,1,2675,2,B
2675,2,9086,5,A
37069,1,26220,1,B
41308,17,18018,1,A
22010,2,1615,3,A
22408,1,33824,4,B
33824,3,38713,3,Tie
196,1,40651,2,A
41308,22,41308,12,B
21879,5,5291,10,A
12533,5,18018,3,Tie
5291,2,33408,6,A
30835,3,40651,2,Tie
21879,3,25711,6,A
23456,5,41308,22,Tie
41308,10,41308,17,B
5291,2,41308,12,A
514,6,3432,1,A
22010,2,23456,2,B
32364,2,33408,6,Tie
13593,2,6454,1,B
16012,8,30835,3,A
21879,2,14341,1,B
22408,5,33824,4,Tie
41308,10,33408,5,A
6444,5,22010,2,A
29832,2,43000,3,B
10925,5,41308,22,B
30835,3,6444,5,A
43809,4,7411,6,A
18018,1,19017,5,A
2675,2,6454,1,B
10637,1,19017,5,A
11975,1,22408,1,A
38713,5,13593,2,B
37069,1,12533,5,B
21879,3,33408,6,A
16012,8,31768,6,Tie
38713,5,27832,1,B
11975,1,38713,2,B
38713,1,12533,5,B
41308,10,11452,1,A
21879,2,14552,1,Tie
33408,5,14341,1,A
18018,3,18018,2,Tie
514,6,41308,22,B
44220,2,22010,2,B
37069,1,43000,3,B
22010,2,43809,4,A
43809,4,41308,10,B
14552,1,21879,5,A
40651,2,23456,2,B
44220,2,514,6,Tie
40873,1,27832,1,A
10637,1,22408,8,B
33824,4,16012,8,B
1602,1,22408,8,B
19017,5,1602,5,A
514,6,23456,5,B
41551,5,21879,2,B
41551,5,41308,12,B
29343,1,41308,10,B
514,6,5291,2,A
10637,1,14341,1,A
6444,5,514,6,A
23541,1,40651,2,A
21879,3,33408,5,A
43809,4,32364,2,A
41551,5,14341,1,B
10925,5,21879,2,B
26220,1,18018,2,Tie
5739,3,27832,1,Tie
22408,5,31768,6,A
38713,2,38713,3,Tie
37069,1,22408,8,Tie
196,1,1615,3,B
43703,2,514,6,A
10925,5,41308,12,A
22010,2,21879,3,B
18018,1,1602,5,B
196,1,23456,2,A
23456,5,43809,4,Tie
5739,3,26220,1,A
40651,2,514,6,Tie
40873,1,18018,2,A
37069,1,40873,4,A
23456,5,32364,2,A
44220,2,43809,4,B
22010,2,23456,5,A
33824,3,40873,4,B
41551,5,10637,1,A
29343,1,41308,22,B
33408,5,19017,5,B
18018,3,5739,3,B
514,6,32364,2,A
18018,1,5291,10,A
514,6,1615,3,B
11975,1,40873,1,A
21879,3,5291,2,A
1602,1,40873,4,B
38713,5,40873,1,A
38713,1,18018,3,B
26220,1,13593,2,Tie
33824,3,5739,3,Tie
6454,1,18591,2,B
43703,2,1615,3,A
7411,6,11452,1,B
33824,4,18018,2,B
33335,1,21879,5,B
33824,4,31768,6,A
19017,5,14341,1,A
29832,2,40873,4,B
7411,6,33408,6,A
7411,6,41551,5,A
44220,2,41308,22,B
18018,1,21879,5,B
5291,2,21879,2,B
29343,1,43809,4,B
16012,8,2675,2,A
38713,1,38713,3,B
10858,4,34706,6,B
2743,2,33089,1,B
16720,1,43645,1,B
19853,3,16720,1,A
31850,3,32440,1,B
34819,2,37315,4,A
31850,6,4646,1,B
34819,5,885,1,B
10858,4,41774,2,A
26902,4,21712,7,A
10526,20,12748,3,B
44381,4,33089,1,A
32207,1,26902,3,A
27718,2,3701,9,B
7227,4,10526,108,A
10526,20,9575,6,B
37315,3,10684,10,B
10526,20,26902,4,B
10526,20,10684,10,B
20935,2,27718,5,B
12748,3,9575,6,Tie
4646,1,12897,26,A
10858,4,31788,2,B
44381,4,32245,6,B
9575,6,37315,4,A
21712,7,21712,5,A
27718,4,34756,3,A
9099,6,13342,5,B
27068,1,43645,1,B
37315,3,10526,20,A
12897,12,31850,6,Tie
4646,4,34756,3,A
32178,4,10684,10,A
11794,2,20170,6,Tie
26902,4,25671,9,B
912,5,32440,1,B
43645,1,12897,26,B
32178,1,36052,1,A
11794,2,3701,9,A
912,5,34756,3,B
19853,3,41774,2,A
34756,3,105,15,B
21712,5,20170,6,A
16720,1,31850,3,B
12748,4,26902,3,B
34756,3,7227,4,A
27068,4,43645,1,B
3701,9,33089,1,Tie
32245,6,27068,4,Tie
19580,5,19853,3,A
12591,1,32245,6,A
20935,2,36052,1,A
12897,26,7227,4,B
10858,4,12897,13,A
12897,27,26902,3,B
28759,6,32178,4,A
34819,2,12748,5,B
27718,2,35449,3,Tie
41774,2,912,5,A
20935,2,35449,3,Tie
26902,3,885,1,B
10684,10,21712,7,A
21712,7,12748,3,A
26902,3,34819,5,A
4646,4,32178,4,Tie
10858,4,32245,6,A
27068,4,31850,6,B
12897,27,105,15,B
26902,3,10684,10,A
12897,26,10684,10,Tie
885,1,21712,5,A
12748,5,33933,6,A
10684,8,12897,12,B
12748,3,20170,6,B
13342,5,10526,20,A
25600,6,32245,6,A
12107,1,12748,2,A
10684,8,35449,3,B
32178,1,10684,8,A
34819,5,9575,6,A
13342,5,10684,10,A
34819,5,10526,108,B
27718,2,34706,1,A
27718,2,3701,5,B
27718,5,34706,1,A
43645,1,9099,6,Tie
4646,4,10526,20,A
33933,6,35449,3,B
20170,6,3701,9,A
34706,1,16720,1,B
34756,3,22496,1,Tie
21712,5,3701,5,B
34819,2,21712,7,A
26902,4,885,1,B
41774,2,27068,4,B
20170,6,37315,4,A
4646,4,22496,1,A
43645,1,32178,4,A
105,15,10526,20,A
43645,1,4646,1,B
28759,6,13342,5,B
17279,2,10526,20,B
21712,7,9575,6,B
36052,1,27068,1,B
36052,1,1364,1,A
25600,6,34706,1,Tie
13342,5,12897,26,A
34706,6,31850,3,A
27718,2,19580,5,B
12897,13,41774,2,B
31850,3,43645,1,B
22496,1,10526,108,A
12897,26,37315,3,B
105,15,26902,3,A
17279,2,22496,1,B
34819,5,34819,2,A
16720,1,41774,2,Tie
27718,5,12748,2,A
34819,5,21712,5,A
31850,6,31850,3,B
27718,2,12107,1,B
12897,26,105,15,Tie
31788,2,27068,1,B
21712,7,25671,9,A
12591,1,34706,1,A
912,5,4646,4,B
41774,2,31850,6,A
32178,1,31788,2,A
34756,3,37315,3,Tie
28759,6,34756,3,A
2743,2,12748,2,A
13342,5,32178,4,B
12897,12,34706,6,A
32440,1,4646,4,B
12591,1,2743,2,B
31850,3,32178,4,B
401,1,33089,1,B
12897,27,10526,20,A
12897,13,34706,6,A
885,1,9575,6,A
34819,2,21712,5,A
885,1,20170,6,A
4646,1,13342,5,B
25600,6,3701,9,A
44381,4,10858,4,B
12897,13,912,5,A
27068,1,27068,4,B
4646,1,12897,27,Tie
401,1,11794,2,B
10684,8,10858,4,Tie
25600,6,33089,1,Tie
10684,8,2743,2,B
401,1,3701,5,B
12897,12,41774,2,Tie
16720,1,912,5,Tie
27718,5,32245,6,A
31850,6,27718,4,A
7227,4,22496,1,A
27718,5,12107,1,A
34819,5,33933,6,A
36052,1,31850,6,A
4646,1,32207,1,Tie
37315,3,34819,5,Tie
21712,7,12748,5,A
912,5,28759,6,B
401,1,20170,6,B
27718,5,27718,2,Tie
32178,4,26902,3,A
27068,4,31850,3,B
26902,3,10526,20,A
27718,2,12748,2,A
21712,7,20170,6,A
41774,2,27718,4,A
10858,4,1364,1,A
32178,4,105,15,B
20935,2,31788,2,Tie
19580,5,32245,6,Tie
1364,1,43645,1,B
36052,1,12897,13,Tie
27718,5,2743,2,Tie
32207,1,32178,4,B
12107,1,2743,2,A
27718,2,31788,2,A
19853,3,1364,1,A
27718,5,19580,5,B
31850,6,28759,6,B
10684,8,3701,5,B
26902,3,10526,108,A
12748,4,10526,20,A
31788,2,34706,6,B
20935,2,32178,1,B
885,1,33933,6,Tie
34706,6,4646,1,Tie
31788,2,1364,1,A
12107,1,33089,1,Tie
25600,6,2743,2,A
17279,2,12748,4,B
26902,4,9575,6,A
11794,2,33933,6,A
34706,1,1364,1,B
34756,3,10684,10,A
885,1,401,1,B
25671,9,2743,2,B
12897,12,34706,1,B
27718,5,3701,5,Tie
27718,4,12897,26,Tie
12748,5,12748,2,B
10684,10,10526,108,A
34819,5,11794,2,B
32178,1,12897,12,Tie
27718,4,17279,2,B
4646,4,10684,10,B
37315,3,10526,108,A
4646,1,32440,1,A
12748,4,34819,5,B
31788,2,41774,2,B
34706,6,27068,4,A
34819,5,12748,5,A
35449,3,12748,2,A
12591,1,3701,5,A
12897,13,32440,1,A
16720,1,27718,4,A
12897,26,10526,20,B
12591,1,10684,8,B
31850,3,32207,1,B
7227,4,885,1,B
4646,4,26902,3,A
12897,12,32245,6,Tie
13342,5,12748,4,A
19853,3,34706,6,B
26902,4,37315,4,A
19853,3,32245,6,Tie
32207,1,17279,2,B
27068,1,912,5,B
25600,6,31788,2,A
13342,5,17279,2,A
10526,108,25671,9,A
28759,6,32440,1,B
1364,1,32440,1,A
41774,2,32440,1,A
11794,2,35449,3,A
25671,9,3701,5,A
3701,5,33089,1,B
44381,4,12107,1,B
105,15,10526,108,A
12748,4,10526,108,A
9575,6,33933,6,Tie
25600,6,19853,3,A
32245,6,16720,1,Tie
34706,1,27068,1,B
25671,9,3701,9,A
4646,4,17279,2,A
26902,3,37315,3,A
13342,5,22496,1,B
105,15,10684,10,A
31788,2,31850,6,A
41774,2,27068,1,Tie
12897,26,32178,4,A
25671,9,401,1,A
34819,2,20170,6,B
7227,4,105,15,B
12748,5,21712,5,B
20935,2,32245,6,B
4646,4,12897,26,A
10526,108,12748,3,A
32207,1,10684,10,A
26902,4,33933,6,Tie
27068,4,32440,1,A
9575,6,12748,5,A
9099,6,32440,1,B
105,15,12748,4,A
10858,4,27068,4,A
35449,3,12107,1,B
885,1,25671,9,Tie
32207,1,7227,4,A
32245,6,34706,1,A
12748,3,21712,5,A
10858,4,19580,5,Tie
34706,1,34706,6,B
31850,3,17279,2,A
25671,9,35449,3,B
31850,6,32440,1,A
37315,4,3701,9,B
31850,3,12897,26,B
37315,3,885,1,B
34706,1,31850,6,B
10858,4,16720,1,B
34706,6,32440,1,A
912,5,13342,5,B
27718,2,10858,4,Tie
885,1,37315,4,B
27718,4,4646,1,A
12897,13,31850,3,A
20935,2,25600,6,B
17279,2,105,15,Tie
28759,6,4646,4,A
12897,12,19853,3,A
35449,3,3701,9,B
31850,6,43645,1,B
32178,1,25600,6,Tie
912,5,4646,1,Tie
35449,3,33089,1,A
37315,3,34819,2,B
12897,13,1364,1,Tie
33933,6,37315,4,A
37315,4,12748,2,Tie
26902,3,22496,1,A
34819,2,401,1,A
1364,1,27068,4,A
12591,1,12748,2,A
25600,6,12897,12,Tie
9099,6,12897,26,B
26902,3,12748,3,Tie
12591,1,31788,2,Tie
34756,3,17279,2,Tie
20170,6,3701,5,B
16720,1,27068,1,A
13342,5,26902,3,B
12897,12,27068,1,A
36052,1,41774,2,A
16720,1,32440,1,B
16720,1,1364,1,A
32178,1,19853,3,A
31850,3,27718,4,B
27718,4,4646,4,B
4646,4,37315,3,A
10858,4,27068,1,A
12897,12,31788,2,Tie
36052,1,34706,1,B
34706,1,41774,2,B
26902,4,34819,5,A
27718,5,3701,9,B
10858,4,36052,1,Tie
12591,1,19580,5,B
20170,6,33089,1,B
32440,1,12897,27,A
27718,4,28759,6,B
37315,3,21712,7,B
32207,1,22496,1,A
7227,4,34819,5,B
33933,6,12107,1,Tie
21712,5,12107,1,A
43645,1,34756,3,B
41774,2,28759,6,B
13342,5,7227,4,A
401,1,12748,2,B
25600,6,19580,5,A
34706,6,27718,4,A
10526,108,21712,7,B
32207,1,12748,4,B
27718,2,32245,6,B
19580,5,27068,4,A
21712,5,35449,3,B
10684,10,26902,4,A
13342,5,105,15,A
9099,6,17279,2,Tie
12591,1,3701,9,Tie
25600,6,35449,3,Tie
32245,6,12897,13,Tie
32178,1,44381,4,A
12897,13,4646,1,A
27718,5,35449,3,Tie
27718,5,31788,2,B
12748,4,22496,1,B
27718,5,12591,1,B
32245,6,31850,6,B
27718,2,36052,1,B
10684,8,19580,5,A
43645,1,32207,1,A
10526,108,12748,5,A
27718,5,10858,4,Tie
12748,4,34819,2,B
12748,3,33933,6,Tie
21712,5,2743,2,B
27718,2,33089,1,B
25671,9,12107,1,A
7227,4,12748,4,B
41774,2,31850,3,A
26902,4,20170,6,A
33933,6,33089,1,Tie
25671,9,11794,2,B
12748,4,26902,4,Tie
16720,1,34706,6,A
20935,2,34706,1,A
32207,1,13342,5,A
10526,108,20170,6,B
12748,5,12107,1,Tie
43645,1,4646,4,B
22496,1,10526,20,A
19853,3,34706,1,A
44381,4,34706,1,B
10684,8,33089,1,Tie
25671,9,37315,4,A
34819,5,21712,7,A
13342,5,34756,3,A
31788,2,27068,4,B
7227,4,10684,10,A
26902,4,11794,2,B
27718,4,13342,5,A
105,15,12748,3,B
44381,4,12591,1,B
32178,1,3701,9,A
10526,20,21712,7,B
10684,8,32245,6,B
34706,6,41774,2,B
12897,26,34756,3,A
34819,5,25671,9,B
1364,1,31850,6,B
34819,2,12748,3,A
12897,13,27068,1,A
43645,1,13342,5,B
12897,27,17279,2,B
25671,9,20170,6,B
34706,1,27068,4,A
1364,1,9099,6,B
36052,1,16720,1,A
12748,4,12748,3,A
26902,3,34819,2,A
22496,1,9575,6,B
10858,4,12897,12,A
27718,5,33089,1,A
10684,10,34819,2,A
21712,5,25671,9,A
12748,5,35449,3,B
28759,6,17279,2,Tie
10526,108,11794,2,B
21712,5,37315,4,A
32207,1,10526,20,A
44381,4,25600,6,A
885,1,12748,5,A
28759,6,4646,1,A
31850,3,912,5,B
27068,1,32440,1,B
33933,6,3701,5,A
12897,27,32207,1,B
12897,27,10684,10,B
19580,5,36052,1,B
9099,6,4646,4,Tie
19853,3,27068,1,Tie
37315,4,2743,2,B
27718,4,12897,27,B
10684,10,12748,3,A
10526,20,34819,5,A
34756,3,26902,3,B
27718,2,2743,2,Tie
12107,1,3701,5,A
32178,4,7227,4,B
12748,4,9575,6,A
31788,2,34706,1,Tie
12748,5,11794,2,B
27068,1,4646,1,A
32178,4,10526,20,A
3701,5,12748,2,A
20935,2,10684,8,B
10684,8,12107,1,B
4646,1,4646,4,A
7227,4,9575,6,B
10858,4,31850,6,A
26902,3,26902,4,A
20935,2,33089,1,B
34706,6,28759,6,A
27718,4,912,5,Tie
31850,3,4646,1,B
401,1,33933,6,Tie
10684,8,31788,2,B
9099,6,32207,1,B
44381,4,12897,12,B
105,15,34819,5,A
105,15,37315,3,A
26902,4,34819,2,A
20935,2,12748,2,B
7227,4,26902,3,B
10684,10,9575,6,A
27718,5,12897,12,Tie
401,1,2743,2,B
20935,2,2743,2,Tie
4646,4,7227,4,B
32207,1,34756,3,Tie
19853,3,31850,6,B
16720,1,28759,6,A
27068,1,27718,4,B
25600,6,36052,1,B
20935,2,12591,1,B
19853,3,12897,13,B
31850,3,4646,4,B
44381,4,31788,2,B
27068,1,9099,6,B
12897,13,27068,4,Tie
12748,5,401,1,A
32440,1,17279,2,B
34706,6,1364,1,A
32207,1,105,15,A
17279,2,7227,4,B
12897,27,4646,4,Tie
32178,4,17279,2,Tie
34706,6,43645,1,B
21712,5,3701,9,A
912,5,9099,6,B
401,1,37315,4,A
10684,8,19853,3,B
12897,27,32178,4,Tie
10526,108,34819,2,B
1364,1,912,5,B
32178,1,35449,3,Tie
7227,4,34819,2,Tie
27718,5,36052,1,A
34756,3,10526,20,A
27718,4,32207,1,B
4646,4,32207,1,Tie
35449,3,2743,2,B
19853,3,27068,4,A
44381,4,12748,2,A
19580,5,31788,2,A
21712,7,33933,6,B
44381,4,19580,5,Tie
12897,27,22496,1,A
31788,2,16720,1,Tie
16720,1,27068,4,A
105,15,26902,4,B
41774,2,43645,1,A
12748,5,25671,9,B
22496,1,34819,5,B
4646,1,17279,2,A
10684,8,12748,2,B
3701,9,12748,2,B
19580,5,12897,13,A
19580,5,1364,1,B
12897,13,9099,6,B
19580,5,31850,6,B
10684,8,3701,9,A
10526,108,9575,6,A
10526,20,10526,108,A
9575,6,20170,6,A
37315,4,33089,1,B
44381,4,19853,3,B
32178,1,3701,5,A
9575,6,25671,9,B
22496,1,34819,2,Tie
12748,4,37315,3,A
7227,4,10526,20,A
21712,7,37315,4,B
33933,6,3701,9,B
22496,1,12748,3,A
20170,6,33933,6,B
885,1,12748,3,B
31788,2,12897,13,B
21712,5,401,1,B
27718,2,32178,1,Tie
19853,3,36052,1,A
27718,4,32440,1,A
28759,6,12897,26,B
27718,5,44381,4,A
9575,6,401,1,A
10684,8,34706,1,Tie
1364,1,31850,3,B
16720,1,4646,1,B
27068,4,27718,4,B
12897,26,26902,3,A
32178,1,2743,2,A
12591,1,19853,3,B
44381,4,2743,2,Tie
21712,5,33933,6,B
26902,4,21712,5,A
7227,4,37315,3,A
20935,2,3701,9,B
12748,3,401,1,A
34819,2,25671,9,A
10684,8,36052,1,Tie
12897,27,7227,4,B
37315,3,12748,3,B
12107,1,3701,9,B
10684,10,885,1,A
12591,1,12897,12,A
32440,1,13342,5,B
34706,6,9099,6,Tie
32178,4,22496,1,B
32178,1,12591,1,A
31850,6,912,5,B
10858,4,19853,3,A
4646,1,34756,3,Tie
10526,108,37315,4,B
401,1,35449,3,B
1364,1,28759,6,A
34819,5,20170,6,B
12748,3,12748,5,Tie
12897,13,43645,1,A
9575,6,21712,5,B
37315,4,3701,5,B
9575,6,11794,2,B
37315,3,26902,4,B
27718,2,44381,4,B
17279,2,26902,3,A
31850,3,34756,3,B
27068,4,912,5,A
37315,4,12107,1,B
9099,6,32178,4,B
32178,1,34706,1,A
41774,2,9099,6,A
12897,12,36052,1,A
27718,5,19853,3,A
912,5,12897,27,B
37315,3,9575,6,Tie
20935,2,12897,12,Tie
19580,5,12897,12,Tie
32440,1,32207,1,A
34706,1,12897,13,B
22496,1,21712,7,B
26902,3,21712,7,A
20935,2,19580,5,Tie
26902,4,12748,3,B
20935,2,19853,3,A
12897,27,37315,3,A
41774,2,1364,1,A
19580,5,34706,6,Tie
28759,6,9099,6,A
12748,3,25671,9,B
32178,1,12748,2,B
12897,26,12748,4,A
12897,27,12897,26,A
32178,1,12107,1,Tie
27718,2,10684,8,A
43645,1,17279,2,A
31788,2,32245,6,B
12897,13,27718,4,B
31788,2,36052,1,A
25600,6,3701,5,A
16720,1,12897,13,Tie
10526,108,21712,5,A
12897,13,28759,6,A
34706,6,31850,6,B
12591,1,33089,1,B
885,1,21712,7,B
12748,5,2743,2,B
34819,5,12748,3,Tie
28759,6,12897,27,B
21712,5,12748,2,Tie
33933,6,2743,2,Tie
19853,3,31788,2,B
32440,1,32178,4,B
34706,6,912,5,A
41774,2,4646,1,A
12748,5,33089,1,B
20170,6,12107,1,A
32207,1,37315,3,A
34819,2,11794,2,B
31850,6,9099,6,B
105,15,9575,6,A
22496,1,885,1,B
11794,2,37315,4,A
27068,1,28759,6,A
27718,5,25600,6,B
3701,5,3701,9,Tie
4646,4,12748,4,A
885,1,11794,2,A
25671,9,33089,1,Tie
25600,6,12107,1,A
25671,9,33933,6,A
1364,1,4646,1,B
34819,2,9575,6,Tie
33933,6,12748,2,A
27068,1,31850,6,B
20935,2,27718,2,A
25600,6,10858,4,Tie
44381,4,36052,1,B
12748,2,33089,1,B
27718,2,25600,6,A
37315,4,35449,3,B
25671,9,12748,2,A
32178,4,12748,4,B
21712,7,11794,2,B
20170,6,12748,2,A
12591,1,35449,3,Tie
34706,6,27068,1,A
27718,4,9099,6,B
9099,6,4646,1,B
885,1,10526,108,A
16720,1,9099,6,Tie
26902,4,401,1,Tie
25600,6,10684,8,Tie
12897,26,22496,1,A
27718,4,32178,4,A
12748,4,10684,10,A
27718,2,12897,12,Tie
12897,13,31850,6,Tie
105,15,34819,2,B
12748,4,21712,7,B
12897,26,17279,2,Tie
22496,1,26902,4,B
32178,1,10858,4,B
20935,2,10858,4,B
12591,1,36052,1,A
7227,4,26902,4,Tie
20935,2,44381,4,Tie
31850,3,28759,6,B
36052,1,34706,6,A
12897,12,27068,4,A
11794,2,12748,2,A
44381,4,35449,3,A
20170,6,2743,2,B
885,1,34819,2,A
44381,4,3701,5,A
32178,1,33089,1,A
32440,1,12897,26,B
401,1,3701,9,B
43645,1,12897,27,A
105,15,21712,7,Tie
7227,4,21712,7,A
12748,5,20170,6,Tie
16720,1,31850,6,B
36052,1,32245,6,A
11794,2,3701,5,Tie
27068,4,28759,6,A
20935,2,12107,1,Tie
9099,6,34756,3,A
20935,2,3701,5,Tie
22496,1,10684,10,B
25600,6,12591,1,A
31850,3,13342,5,A
4646,4,13342,5,B
25600,6,12748,2,A
912,5,12897,26,B
12748,3,11794,2,B
32245,6,41774,2,Tie
12897,12,16720,1,A
17279,2,37315,3,A
35449,3,3701,5,A
34756,3,32178,4,B
27068,1,1364,1,Tie
34756,3,12748,4,B
44381,4,3701,9,B
2743,2,3701,5,A
4646,1,32178,4,A
12748,3,37315,4,A
10684,10,34819,5,B
4646,4,105,15,Tie
19580,5,16720,1,B
36052,1,27068,4,Tie
12897,27,13342,5,B
13342,5,37315,3,A
10526,108,33933,6,Tie
11794,2,2743,2,Tie
27718,5,32178,1,B
12748,5,37315,4,B
27718,2,12591,1,B
32245,6,1364,1,A
12897,12,12897,13,Tie
31850,3,9099,6,B
34819,5,401,1,A
27068,1,31850,3,B
12897,27,34756,3,A
28759,6,43645,1,A
19580,5,27068,1,A
21712,5,33089,1,B
26902,3,9575,6,A
21712,5,11794,2,B
19580,5,41774,2,A
105,15,22496,1,Tie
2743,2,3701,9,A
912,5,32207,1,B
32440,1,34756,3,A
32178,4,37315,3,B
10858,4,34706,1,A
26902,4,12748,5,A
12591,1,10858,4,A
31850,3,12897,27,Tie
43645,1,32440,1,A
11794,2,12107,1,Tie
9099,6,12897,27,B
32245,6,27068,1,A
912,5,17279,2,B
27718,5,10684,8,Tie
27718,4,43645,1,B
32178,1,19580,5,Tie
912,5,32178,4,Tie
34819,2,33933,6,B
21712,7,401,1,A
27718,2,19853,3,B
10526,20,34819,2,Tie
12748,4,885,1,B
27068,4,4646,1,B
105,15,885,1,B
7227,4,12748,3,A
1364,1,27718,4,B
12591,1,12107,1,Tie
12897,27,12748,4,A
401,1,12107,1,B
26902,4,10526,108,A
12897,12,1364,1,A
34819,5,37315,4,B
32207,1,12897,26,B
44381,4,10684,8,A
20170,6,35449,3,B
12748,5,3701,9,A
27068,4,9099,6,A
32178,1,32245,6,Tie
912,5,43645,1,B
17279,2,10684,10,A
10526,20,885,1,Tie
32245,6,34706,6,Tie
28759,6,32207,1,Tie
22496,1,37315,3,A
11794,2,33089,1,A
12748,5,3701,5,B
10526,108,401,1,Tie
19580,5,34706,1,B
40774,3,34972,1,B
9418,10,37288,2,B
39109,15,15780,3,A
29430,1,9307,18,B
40774,4,40774,5,B
12226,1,25325,6,Tie
31934,2,33106,4,A
23952,1,40774,3,A
25406,2,16132,12,B
40774,4,29430,1,B
34972,1,33106,1,Tie
76,1,25406,2,Tie
16132,12,15780,4,A
33106,1,28242,2,A
16903,1,31311,1,B
25406,2,3245,2,A
39109,15,34516,3,A
16132,9,16903,1,A
11221,6,17839,1,A
40774,3,28242,2,Tie
23952,1,40774,5,B
3245,2,16132,12,A
24960,1,16132,9,B
23952,1,34972,1,A
16132,16,34516,3,A
9418,3,11221,7,A
29430,5,3245,2,B
40774,5,28242,2,A
33106,9,33106,4,A
16132,10,34516,3,A
44315,7,794,5,B
29430,9,4279,3,B
14866,3,36249,2,B
3245,2,14866,3,A
29430,1,40774,2,A
794,5,3245,2,B
1294,16,4279,3,A
40774,4,1294,16,B
29430,4,15780,4,B
12043,36,16132,12,B
11221,8,29430,4,A
29430,5,22746,5,B
12226,1,31934,2,B
794,4,14866,3,A
11221,6,16132,10,B
40774,5,16132,16,B
3245,2,24960,1,A
17839,1,37288,2,B
16626,12,32596,2,A
36249,2,34972,1,Tie
44315,7,794,4,A
25325,6,31934,2,Tie
16132,10,25406,2,Tie
16132,9,40774,4,B
32596,2,34516,3,B
1294,16,16132,16,B
31934,2,794,5,A
22746,5,14866,3,A
9307,18,16626,12,A
29430,5,31934,2,B
34972,1,9926,1,B
1294,16,9307,18,A
36249,2,33106,1,B
33106,4,11221,8,A
16132,12,11221,7,A
40774,5,9307,18,Tie
17839,1,794,5,B
17839,1,794,4,B
33106,4,11221,7,A
16626,12,15780,3,Tie
33106,9,11221,8,A
33106,1,16903,1,Tie
16132,10,15780,3,B
29430,4,16903,1,A
22746,5,15780,2,A
24960,1,11221,7,A
29430,4,34972,1,B
9418,3,34972,1,A
16132,9,23952,1,A
12226,1,3245,2,B
9418,3,1294,16,B
794,5,16132,12,A
24960,1,40774,3,B
29430,1,32596,2,A
9418,3,16903,1,A
33106,4,16132,9,A
33106,9,9418,3,A
11221,7,28242,2,B
